Date,Kode,Open,High,Low,Close,Volume_Online
2025-06-13,INTP,5047.908784309319,5138.454233355226,5002.636059786366,5115.81787109375,4088500
2025-06-16,INTP,5070.5451465707965,5115.81787109375,5047.908784309319,5115.81787109375,1858400
2025-06-17,INTP,5161.0908203125,5228.999910053454,5138.454457065515,5161.0908203125,3826100
2025-06-18,INTP,5183.72705078125,5228.999776115585,5138.454325446916,5183.72705078125,2098400
2025-06-19,INTP,5206.363224320347,5228.999586165219,4889.454158492153,5047.90869140625,1933100
2025-06-20,INTP,4957.363636363636,5093.181818181818,4866.818181818182,4980.0,11267700
2025-06-23,INTP,4934.727364018278,4980.000092128538,4731.000087522111,4798.9091796875,3301400
2025-06-24,INTP,4866.81827185289,4912.0909999631485,4753.636451577241,4798.9091796875,1624400
2025-06-25,INTP,4934.727272727272,4934.727272727272,4708.363636363636,4731.0,3009700
2025-06-26,INTP,4730.999736189277,4798.908823311611,4685.727011441055,4776.2724609375,856600
2025-06-30,INTP,4776.272683300323,4912.090863868105,4753.636319872359,4821.54541015625,1050800
2025-07-01,INTP,4753.63623046875,4844.181682477679,4708.363504464286,4753.63623046875,612700
2025-07-02,INTP,4798.909090909091,4798.909090909091,4617.818181818182,4731.0,2195200
2025-07-03,INTP,4753.636189398364,4889.454366238318,4730.999826591706,4844.181640625,1299900
2025-07-04,INTP,4889.454635908019,4889.454635908019,4731.000087522111,4798.9091796875,530200
2025-07-07,INTP,4798.908823311611,4798.908823311611,4708.363373815166,4776.2724609375,400000
2025-07-08,INTP,4776.2723851312785,5025.27236729452,4753.636023116438,4957.36328125,1673400
2025-07-09,INTP,4979.99964326484,5025.27236729452,4934.72691923516,4957.36328125,1821300
2025-07-10,INTP,4957.363413399513,5025.272501254301,4934.72705078125,4934.72705078125,1140000
2025-07-11,INTP,4980.0,5070.545454545454,4934.727272727272,4980.0,1338000
2025-07-14,INTP,4957.363636363636,5002.636363636363,4889.454545454545,4980.0,922700
2025-07-15,INTP,4979.99964326484,5025.27236729452,4912.09055722032,4957.36328125,709400
2025-07-16,INTP,5025.272636448733,5025.272636448733,4866.818093858007,4912.0908203125,1217100
2025-07-17,INTP,4912.090815571905,4957.363541982707,4663.0908203125,4663.0908203125,4753200
2025-07-18,INTP,4708.3636814024385,4731.000045255335,4617.8182259908535,4640.45458984375,2500400
2025-07-21,INTP,4708.36328125,4753.636005108173,4617.817833533653,4708.36328125,2443900
2025-07-22,INTP,4708.363454433497,4708.363454433497,4595.181640625,4595.181640625,1799100
2025-07-23,INTP,4640.454545454545,4731.0,4595.181818181818,4731.0,1105900
2025-07-24,INTP,4730.999643179086,4821.545090895433,4708.36328125,4708.36328125,2085700
2025-07-25,INTP,4708.363373815166,4776.2724609375,4685.727011441055,4776.2724609375,1111700
2025-07-28,INTP,4776.272727272727,4934.727272727272,4708.363636363636,4731.0,5040300
2025-07-29,INTP,4731.0,4776.272727272727,4640.454545454545,4731.0,2410100
2025-07-30,INTP,4730.999643179086,4753.636005108173,4640.45419546274,4708.36328125,1933700
2025-07-31,INTP,4708.363504464286,4844.181682477679,4617.818052455357,4753.63623046875,4364100
2025-08-01,INTP,4776.272685459682,5070.54541015625,4730.9999585832875,5070.54541015625,4716000
2025-08-04,INTP,5070.545319570136,5138.454408671521,4934.727141367364,5002.63623046875,2144500
2025-08-05,INTP,5025.272521972656,5591.18158976237,5025.272521972656,5432.72705078125,6891900
2025-08-06,INTP,5523.2724609375,5636.454273661629,5342.181560578893,5523.2724609375,5116600
2025-08-07,INTP,5545.90904670033,5613.8181370680895,5455.363592876651,5568.54541015625,4296800
2025-08-08,INTP,5545.90869140625,5591.18141541773,5523.27232940051,5545.90869140625,4182100
2025-08-11,INTP,5591.181570870535,6111.817911477913,5591.181570870535,6021.2724609375,8647000
2025-08-12,INTP,6089.1817717199665,6111.818135183609,5817.54541015625,5817.54541015625,5822100
2025-08-13,INTP,5885.454366521318,5908.090729469476,5726.999825884205,5840.181640625,4924800
2025-08-14,INTP,5840.18173042385,5908.0908203125,5681.727187350335,5908.0908203125,3171700
2025-08-15,INTP,5885.454233530405,5885.454233530405,5659.090609163852,5862.81787109375,5557200
2025-08-19,INTP,5862.818046029159,5862.818046029159,5681.727141132505,5749.63623046875,3103900
2025-08-20,INTP,5749.6360589104725,5885.454233530405,5704.363334037162,5862.81787109375,2978500
2025-08-21,INTP,5885.454545454545,5998.636363636363,5840.181818181818,5976.0,1821800
2025-08-22,INTP,6089.181818181818,6089.181818181818,5908.090909090909,5976.0,1581500
2025-08-25,INTP,5998.636020187044,6202.36328125,5953.363295506387,6202.36328125,3657500
2025-08-26,INTP,6247.636277053887,6406.0908203125,6202.36355040857,6406.0908203125,5366100
2025-08-27,INTP,6406.090729631696,6428.727092633929,6111.818010602678,6338.181640625,5109300
2025-08-28,INTP,6338.181548962094,6360.817911636958,6157.090647563177,6270.2724609375,3566800
2025-08-29,INTP,6224.99982561384,6360.818003627232,6021.272558593751,6338.181640625,7281200
2025-09-01,INTP,5908.090951842135,6247.636408844557,5908.090951842135,6134.45458984375,2062800
2025-09-02,INTP,6134.45458984375,6225.000045044396,6134.45458984375,6134.45458984375,1564800
2025-09-03,INTP,6157.090736607143,6383.454366629464,6134.454373604911,6338.181640625,2297800
2025-09-04,INTP,6338.181683084239,6360.8180462381115,6202.363504161005,6247.63623046875,1080900
2025-09-08,INTP,6247.63623046875,6360.8180462381115,6179.7271410071335,6247.63623046875,1374600
2025-09-09,INTP,6157.090518210432,6315.545053605553,6066.54506941322,6292.90869140625,2845300
2025-09-10,INTP,6270.272368270986,6292.908730611314,6179.726918909671,6202.36328125,682500
2025-09-11,INTP,6338.181773633512,6360.818137110775,6179.727229292675,6315.54541015625,1635000
2025-09-12,INTP,6360.818181818181,6519.272727272727,6360.818181818181,6474.0,1094900
2025-09-15,INTP,6496.636139345841,6564.545227910431,6406.090687926387,6428.72705078125,556900
2025-09-16,INTP,6428.726864602068,6451.363226801372,6247.6359670076445,6292.90869140625,846300
2025-09-17,INTP,6270.2724609375,6292.908823612364,6179.727010238042,6270.2724609375,1302800
2025-09-18,INTP,6315.54518628723,6315.54518628723,6157.090647563177,6270.2724609375,1521800
2025-09-19,INTP,6179.727010238042,6338.181548962094,6179.727010238042,6270.2724609375,2717300
2025-09-22,INTP,6270.272683201725,6383.454500588037,6270.272683201725,6315.54541015625,1162600
2025-09-23,INTP,6360.81787109375,6383.454233624333,6270.272420971419,6360.81787109375,383100
2025-09-24,INTP,6360.8180901022515,6360.8180901022515,6157.0908203125,6157.0908203125,685100
2025-09-25,INTP,6157.0908203125,6179.727183622473,6089.181730382583,6157.0908203125,888500
2025-09-26,INTP,6157.090909090909,6157.090909090909,5976.0,5976.0,865900
2025-09-29,INTP,5975.999956273321,6089.181773626982,5975.999956273321,6066.54541015625,861700
2025-09-30,INTP,6043.909000089799,6089.181726682232,5794.909003831417,5908.0908203125,2293900
2025-10-01,INTP,6021.272636793582,6021.272636793582,5862.818093720067,5908.0908203125,2559400
2025-10-02,INTP,5908.0908203125,6021.272636793582,5840.18173042385,5908.0908203125,2702900
2025-10-03,INTP,5908.0906879920085,5953.3634135704915,5862.8179624135255,5930.72705078125,1185300
2025-10-06,INTP,5908.090951842135,6134.45458984375,5885.454588041974,6134.45458984375,1024700
2025-10-07,INTP,6157.090816570881,6157.090816570881,5885.454457016283,5908.0908203125,1187300
2025-10-08,INTP,5908.0906879920085,5975.999776359733,5908.0906879920085,5930.72705078125,386200
2025-10-09,INTP,5930.726903521826,5930.726903521826,5704.36328125,5704.36328125,1961900
2025-10-10,INTP,5659.090863979928,5681.727227435848,5477.999956332571,5568.54541015625,2807600
2025-10-13,INTP,5545.908956645448,5591.181682822145,5455.363504292052,5500.63623046875,1663800
2025-10-14,INTP,5500.636408958115,5500.636408958115,5364.818226020877,5387.45458984375,845600
2025-10-15,INTP,5387.454408842942,5410.0907719053075,5251.63623046875,5251.63623046875,1563500
2025-10-16,INTP,5251.636406906512,5432.727317489495,5251.636406906512,5387.45458984375,577200
2025-10-17,INTP,5410.090953666623,5455.3636813123685,5296.909134552258,5387.45458984375,408700
2025-10-20,INTP,5387.454285668545,5636.454273661629,5364.817923123719,5523.2724609375,1677800
2025-10-21,INTP,5681.727272727272,5704.363636363636,5432.727272727272,5478.0,804500
2025-10-22,INTP,5477.999735847849,5568.545186027151,5432.727010758196,5523.2724609375,1876600
2025-10-23,INTP,5432.727229420731,5659.090863979928,5432.727229420731,5568.54541015625,838300
2025-10-24,INTP,5591.181818181818,5908.090909090909,5591.181818181818,5727.0,1998900
2025-10-27,INTP,5840.181682917077,5908.090772253322,5704.363504244587,5749.63623046875,1210400
2025-10-28,INTP,5953.363498477485,5953.363498477485,5726.999867356668,5749.63623046875,896900
2025-10-29,INTP,5727.0,5862.818181818181,5727.0,5727.0,518500
2025-10-30,INTP,5659.0908203125,5794.909,5659.0908203125,5659.0908203125,877700
2025-10-31,INTP,5704.363546875,5840.1817265624995,5613.81809375,5659.0908203125,855600
2025-11-03,INTP,5726.999605178833,5862.817777633667,5726.999605178833,5794.90869140625,1144600
2025-11-04,INTP,5794.9091365461845,5794.9091365461845,5591.181862214483,5636.45458984375,2098000
2025-11-05,INTP,5681.727317473017,5704.36368128765,5568.54549839985,5636.45458984375,1313400
2025-11-06,INTP,5659.090609163852,5862.81787109375,5659.090609163852,5862.81787109375,1252900
2025-11-07,INTP,5862.817794285464,6066.545053546349,5862.817794285464,6043.90869140625,1764500
2025-11-10,INTP,6157.090729553904,6179.727092530205,6043.908914672398,6089.181640625,2412500
2025-11-11,INTP,6202.3635909806435,6202.3635909806435,5930.7272293318565,6066.54541015625,831000
2025-11-12,INTP,6066.545227516699,6066.545227516699,5840.181599624285,5930.72705078125,1750600
2025-11-13,INTP,5998.636098302396,6066.545186207706,5975.999735667293,6021.2724609375,1506400
2025-11-14,INTP,5975.999735667293,6157.09063674812,5975.999735667293,6021.2724609375,1601700
2025-11-17,INTP,6066.54541015625,6134.454500568447,6021.2726832147855,6066.54541015625,636600
2025-11-18,INTP,6111.818003601302,6179.727092530205,6021.272551696097,6089.181640625,1574800
2025-11-19,INTP,6111.817793811826,6360.81777800416,5953.363258416704,6292.90869140625,2832500
2025-11-20,INTP,6383.454140203463,6451.363226801372,6292.90869140625,6292.90869140625,1518300
2025-11-21,INTP,6247.63627355239,6292.909000172334,6066.54536707261,6157.0908203125,606300
2025-11-24,INTP,6157.090864039179,6247.636317922108,6021.2726832147855,6066.54541015625,2060700
2025-11-25,INTP,6066.545092680608,6066.545092680608,5908.0905566777565,5953.36328125,900300
2025-11-26,INTP,5975.999785370879,6202.363413604625,5817.545245607257,6179.72705078125,2700100
2025-11-27,INTP,6179.7273174440725,6202.363681244234,6021.272770842943,6134.45458984375,1479500
2025-11-28,INTP,6111.8178172528515,6111.8178172528515,5908.0905566777565,5953.36328125,1966200
2025-12-01,INTP,5432.727069417939,6021.272501938216,5432.727069417939,5930.72705078125,2111300
2025-12-02,INTP,5930.726918963878,6021.272368108364,5885.454194391635,5953.36328125,754100
2025-12-03,INTP,5975.9998673349055,6021.2725936025945,5930.7271410672165,5998.63623046875,1645000
2025-12-04,INTP,6021.272551696097,6089.181640625,5794.908921933085,6089.181640625,2028400
2025-12-05,INTP,6089.1816883916445,6292.908956776495,5975.999872622283,6247.63623046875,1444500
2025-12-08,INTP,6270.272368270986,6292.908730611314,6021.272382527372,6202.36328125,524100
2025-12-09,INTP,6179.727179867097,6179.727179867097,5908.0908203125,5908.0908203125,880100
2025-12-10,INTP,5930.727010397086,6043.908823572603,5885.45428512688,6021.2724609375,917300
2025-12-11,INTP,6247.636139251374,6247.636139251374,6043.908873841003,6179.72705078125,1536600
2025-12-12,INTP,6292.908956776495,6292.908956776495,6111.818051545516,6247.63623046875,1043900
2025-12-15,INTP,6338.181548962094,6338.181548962094,6157.090647563177,6270.2724609375,867000
2025-12-16,INTP,6224.999818482807,6224.999818482807,6089.181640625,6089.181640625,334000
2025-12-17,INTP,6134.454325134501,6224.999776427999,6066.545236664378,6179.72705078125,995000
2025-12-18,INTP,6202.3635909806435,6224.999954451376,6021.2726832147855,6066.54541015625,948300
2025-12-19,INTP,6089.181431612523,6315.545053605553,6066.54506941322,6292.90869140625,984500
2025-12-22,INTP,6202.363205064274,6428.7268256870575,6179.726843001995,6383.4541015625,1106300
2025-12-23,INTP,6383.454366629464,6383.454366629464,6202.363462611607,6338.181640625,940100
2025-12-24,INTP,6224.999695910254,6406.090596154915,6224.999695910254,6360.81787109375,744000
2025-12-29,INTP,6360.818003627232,6383.454366629464,6247.636188616071,6338.181640625,860400
2025-12-30,INTP,6338.181568770902,6768.2724609375,6224.999755042851,6768.2724609375,6871200
2026-01-02,INTP,6768.272368559966,6768.272368559966,6609.817831503378,6700.36328125,459000
2026-01-05,INTP,6677.72699991862,6745.636088053386,6519.2724609375,6519.2724609375,639800
2026-01-06,INTP,6473.999776490977,6564.545227910431,6406.090687926387,6428.72705078125,1707100
2026-01-07,INTP,6473.999856279481,6496.636219413325,5998.63623046875,5998.63623046875,3055500
2026-01-08,INTP,5975.99991383272,6157.0908203125,5885.454460592831,6157.0908203125,3627500
2026-01-09,INTP,6157.090777853261,6247.63623046875,6089.1816883916445,6247.63623046875,1815800
2026-01-12,INTP,6270.272727272727,6292.90909090909,6066.545454545454,6225.0,2427700
2026-01-13,INTP,6270.272329206948,6315.545053605553,6134.454156011129,6292.90869140625,2585500
2026-01-14,INTP,6292.908730611314,6338.18145529197,6111.817831888686,6202.36328125,1661900
2026-01-15,INTP,6224.999956247199,6360.818137110775,6157.090865815412,6315.54541015625,1237200
2026-01-19,INTP,6338.181640625,6496.636181640625,6315.545277622768,6338.181640625,942900
2026-01-20,INTP,6338.181773633512,6496.63631797435,6224.999956247199,6315.54541015625,1032400
2026-01-21,INTP,6247.636098262636,6270.2724609375,6111.817922213448,6270.2724609375,892300
2026-01-22,INTP,6270.272551618304,6383.454366629464,6270.272551618304,6338.181640625,957400
2026-01-23,INTP,6270.272420971419,6360.81787109375,6247.636058440837,6360.81787109375,390000
2026-01-26,INTP,6428.726864602068,6428.726864602068,6292.90869140625,6292.90869140625,457900
2026-01-27,INTP,6360.818003627232,6360.818003627232,6157.090736607143,6338.181640625,617200
2026-01-28,INTP,6315.545053605553,6315.545053605553,5953.363258416704,6292.90869140625,2881100
2026-01-29,INTP,5976.000045072115,5976.000045072115,5500.636405123197,5885.45458984375,4097900
2026-01-30,INTP,5885.45428512688,6134.454274113016,5794.908834586466,6021.2724609375,1726100
2026-02-02,INTP,5976.0,6134.454545454545,5976.0,5976.0,1453100
2026-02-03,INTP,5975.999643536122,6066.545092680608,5930.726918963878,5953.36328125,1388400
2026-02-04,INTP,5975.999643536122,6066.545092680608,5908.0905566777565,5953.36328125,891800
2026-02-05,INTP,5975.999588012695,5998.635950088501,5794.90869140625,5794.90869140625,1391300
2026-02-06,INTP,5794.908914728682,5862.818003573158,5659.090737039728,5840.181640625,1906000
2026-02-09,INTP,5930.726918963878,6021.272368108364,5840.181469819391,5953.36328125,1114800
2026-02-10,INTP,6021.2724609375,6157.09063674812,5930.727010397086,6021.2724609375,1947900
2026-02-11,INTP,6066.545053546349,6111.817777826545,5953.363242845857,6043.90869140625,759100
2026-02-12,INTP,6043.909090909091,6338.181818181818,5930.727272727272,6225.0,1157100
2026-02-13,INTP,6224.999954451376,6224.999954451376,6021.2726832147855,6066.54541015625,928900
2026-02-18,INTP,6066.545454545454,6111.818181818181,5953.363636363636,5976.0,949100
2026-02-19,INTP,6021.272501938216,6021.272501938216,5908.0906879920085,5930.72705078125,459800
2026-02-20,INTP,5930.72705078125,6066.545227516699,5908.0906879920085,5930.72705078125,534900
2026-02-23,INTP,5930.727272727272,6021.272727272727,5862.818181818181,5976.0,1655700
2026-02-24,INTP,5930.726958403716,5953.363320840372,5862.81787109375,5862.81787109375,1936100
2026-02-25,INTP,5953.363681265024,5953.363681265024,5749.636407001201,5885.45458984375,2109800
2026-02-26,INTP,5885.454545454545,5885.454545454545,5727.0,5727.0,986100
2026-02-27,INTP,5726.999683010963,5772.272407777848,5613.81787109375,5613.81787109375,2191800
2026-03-02,INTP,5455.3636813123685,5545.90913660386,5387.45458984375,5387.45458984375,1812100
2026-03-03,INTP,5387.45450049867,5477.9999542885635,5296.909046708776,5319.54541015625,1573300
2026-03-04,INTP,5319.5451859240875,5319.5451859240875,5115.817923484442,5274.2724609375,1357600
2026-03-05,INTP,5274.272329477163,5387.454139122596,5206.363243689903,5296.90869140625,370000
2026-03-06,INTP,5296.908956593481,5500.636224154769,5228.9998674063845,5251.63623046875,786200
2026-03-09,INTP,5093.181548247466,5138.454273120777,4912.0906487542225,5025.2724609375,839200
2026-03-10,INTP,5025.2724609375,5138.454273120777,5002.636098500844,5025.2724609375,640400
2026-03-11,INTP,5070.545108695652,5251.636005434782,4957.363298233696,5206.36328125,827500
2026-03-12,INTP,5183.7269979940875,5206.363360430743,5002.636098500844,5025.2724609375,555100
2026-03-13,INTP,4980.000045211227,4980.000045211227,4889.45458984375,4889.45458984375,858200
2026-03-16,INTP,4889.454457085254,4934.727183539747,4708.363551267282,4912.0908203125,1356200
2026-03-17,INTP,4957.363636363636,4980.0,4889.454545454545,4980.0,505500
2026-03-25,INTP,4979.999682049419,4979.999682049419,4798.908784520349,4866.81787109375,1169000
2026-03-26,INTP,4889.454233284884,4934.7269576671515,4798.908784520349,4866.81787109375,1487600
2026-03-27,INTP,4866.818045479911,4866.818045479911,4730.999867466518,4753.63623046875,546600
2026-03-30,INTP,4708.363413345411,4753.636138473732,4617.817963088768,4685.72705078125,1224200
2026-03-31,INTP,4663.09086382271,4663.09086382271,4527.27268332302,4572.54541015625,2157700
2026-04-01,INTP,4798.909046728287,4912.090863868105,4730.999956444396,4821.54541015625,1730700
2026-04-02,INTP,4798.909136814024,4798.909136814024,4640.45458984375,4640.45458984375,997200
2026-04-06,INTP,4640.45458984375,4663.0909536966465,4549.909134432164,4640.45458984375,645700
2026-04-07,INTP,4617.818271921642,4617.818271921642,4527.272815609453,4549.9091796875,769000
2026-04-08,INTP,4617.817833533653,4776.27236703726,4617.817833533653,4708.36328125,1255200
2026-04-09,INTP,4708.363463785046,4844.181640625,4685.727100978387,4844.181640625,1157500
2026-04-10,INTP,4866.81827185289,4889.454635908019,4776.27281563237,4798.9091796875,945000
2026-04-13,INTP,4776.27281563237,4980.000092128538,4753.636451577241,4798.9091796875,2669400
2026-04-14,INTP,4912.090863868105,4957.363590724031,4776.272683300323,4821.54541015625,1555000
2026-04-15,INTP,4866.817910433945,4889.454272808057,4753.636098563388,4776.2724609375,2788900
2026-04-16,INTP,4798.908784520349,4912.090595476017,4798.908784520349,4866.81787109375,1969300
2026-04-17,INTP,4889.454545454545,5025.272727272727,4866.818181818182,4980.0,991400
2026-04-20,INTP,5047.908999675979,5070.545362903226,4889.454457085254,4912.0908203125,881200
2026-04-21,INTP,4866.818181818182,4980.0,4844.181818181818,4980.0,694800
2026-04-22,INTP,4979.999605871637,5093.181415095992,4957.363244026766,5047.90869140625,873100
2026-04-23,INTP,5070.545130813954,5070.545130813954,4821.545146711483,4866.81787109375,1081600
