Kode,Nama_Perusahaan_Online,Sektor_Online,Industry_Online,Market_Cap_Online,Revenue_Online,PER_Online,PBV_Online,ROE_Online,ROA_Online,DER_Online,NPM_Online,Fundamental_Source,Snapshot_Updated_At
AMRT,PT Sumber Alfaria Trijaya,Retail Trade,Food Retail,55435212714844.0,126737251000000.0,16.216152467213888,3.057034956672254,19.6088350956256,7.61184783969705,0.146368356535978,2.71761971179364,TradingView scanner,2026-06-13 01:14:00
ANDI,PT Andira Agro Tbk,Process Industries,Agricultural Commodities/Milling,158950000000.0,246430143605.0,,1.5101874729949114,-37.1331261361762,-16.2772857284914,1.2626306287372502,-25.5346611840008,TradingView scanner,2026-06-13 01:14:00
ANJT,PT Austindo Nusantara Jaya Tbk,Process Industries,Agricultural Commodities/Milling,4802312915039.0,3894917593839.27,,1.2395719255701185,-9.80794342353616,-6.3404481587471,0.517700441263083,-12.9042587940258,TradingView scanner,2026-06-13 01:14:00
ANTM,PT ANTAM (Persero) Tbk,Non-Energy Minerals,Precious Metals,65363682502720.0,84642439000000.0,8.072163441766563,1.763010641185814,23.3934428184423,15.2052111601408,0.224763722442115,9.66180866037923,TradingView scanner,2026-06-13 01:14:00
APEX,PT Apexindo Pratama Duta Tbk,Industrial Services,Contract Drilling,461040683594.0,1386756760936.44,6.143828367445781,0.40649881826046097,6.86825900678088,1.8522070854904,1.85377686848794,5.82733803739857,TradingView scanner,2026-06-13 01:14:00
APIC,PT Pacific Strategic Financial Tbk Class A,Finance,Investment Banks/Brokers,6942125527344.0,315420900062.0,68.77422728461161,2.1959899626198953,3.52168950489366,1.3435533779379,0.533501946602745,34.7535905668922,TradingView scanner,2026-06-13 01:14:00
APII,PT Arita Prima Indonesia Tbk,Producer Manufacturing,Industrial Machinery,182879201660.0,318819764511.0,12.231497178172143,0.4514872107534643,3.7456580627119,2.30966763886994,0.302832380865521,4.57118619891102,TradingView scanner,2026-06-13 01:14:00
APLI,PT Asiaplast Industries Tbk,Process Industries,Industrial Specialties,335217161133.0,300472069089.0,,0.9861968831717125,,,0.0652563026457566,,TradingView scanner,2026-06-13 01:14:00
APLN,PT Agung Podomoro Land Tbk,Finance,Real Estate Development,2723919375000.0,3566297529000.0,7.2968183555519515,0.24325474383914406,3.41667088691778,1.56724438914743,0.433140906839961,7.00634327766007,TradingView scanner,2026-06-13 01:14:00
ARCI,PT Archi Indonesia Tbk,Non-Energy Minerals,Precious Metals,21954450000000.0,8169001702539.5205,12.098200160068494,3.695084226697321,35.4678429868295,12.3312276739333,1.2335277242978802,22.3486455646215,TradingView scanner,2026-06-13 01:14:00
AREA,PT Dunia Virtual Online Tbk,Technology Services,Data Processing Services,523157821289.0,64181006411.0,66.19994727437827,2.3617473837377596,3.63194792970798,3.03692875783953,0.0747482382514963,12.6216158928922,TradingView scanner,2026-06-13 01:14:00
ARGO,PT Argo Pantes Tbk,Process Industries,Textiles,2349010942383.0,112321565520.0,37.90074463815936,13.974167846524837,45.2055631121451,6.33732367016786,3.31901077082726,63.381451658385,TradingView scanner,2026-06-13 01:14:00
ARII,PT Atlas Resources Tbk,Energy Minerals,Coal,1042500000000.0,5986899405226.7295,,0.7866159620664978,-3.66372926843331,-0.465898434280697,0.9781716394492069,-0.783707820250245,TradingView scanner,2026-06-13 01:14:00
ARKA,PT Arkha Jayanti Persada Tbk,Transportation,Trucking,54000000000.0,119046924411.0,15.193292442743797,0.45660810864973034,3.05158143277198,0.82040433734708,1.7446108882744802,2.4510041738871,TradingView scanner,2026-06-13 01:14:00
ARKO,PT Arkora Hydro Tbk,Industrial Services,Engineering & Construction,14642475585938.0,343321381981.0,262.03917668509473,29.56948534737104,11.9695509090767,3.78758460376707,1.95867017680587,17.6514426854954,TradingView scanner,2026-06-13 01:14:00
ARNA,PT Arwana Citramulia Tbk,Producer Manufacturing,Building Products,3024818671875.0,2914327066752.0,7.7705133186226485,1.4847316308505354,19.3722014821539,13.2211504259285,0.022991659171841202,13.262178028971,TradingView scanner,2026-06-13 01:14:00
ARTA,PT Arthavest Tbk,Consumer Services,Hotels/Resorts/Cruise lines,982683227539.0,71431887603.0,,6.785288791562981,-2.18850625196622,-1.26178472003806,0.0,-4.95956881599983,TradingView scanner,2026-06-13 01:14:00
ARTO,PT Bank Jago Tbk,Finance,Major Banks,13445491123047.0,3849652000000.0,47.43610216139547,1.5698587859175337,3.44662155972367,,0.360295130144055,9.839493302193535,TradingView scanner,2026-06-13 01:14:00
ASBI,PT Asuransi Bintang Tbk,Finance,Property/Casualty Insurance,140748135742.0,360496974000.0,6.327644812444156,0.2983245925976674,4.96663113449383,2.49787190751696,0.004321355529130251,6.44243433776623,TradingView scanner,2026-06-13 01:14:00
ASDM,PT Asuransi Dayin Mitra Tbk,Finance,Multi-Line Insurance,192000000000.0,1439586416000.0,6.151389309367842,0.5341729162977644,,,0.0141967117292873,14.3113409094812,TradingView scanner,2026-06-13 01:14:00
ASGR,PT Astra Graphia Tbk,Technology Services,Data Processing Services,1962475653076.0,2990788000000.0,6.859765221082407,0.9297153595310691,14.1759890067353,9.89532626884581,0.0129389608028457,9.67136670964641,TradingView scanner,2026-06-13 01:14:00
ASHA,PT Cilacap Samudera Fishing Industry Tbk,Process Industries,Agricultural Commodities/Milling,285000000000.0,170506180539.0,,2.8343404849988927,-16.9226103362668,-13.672751728484,0.00269950686879738,-10.1716671227522,TradingView scanner,2026-06-13 01:14:00
ASII,PT Astra International Tbk,Technology Services,Information Technology Services,190272688671875.0,323392000000000.0,6.039275164665806,0.8158549997226093,13.9554343924583,6.25898122424148,0.501944020793504,9.94261042551122,TradingView scanner,2026-06-13 01:14:00
ASJT,PT Asuransi Jasa Tania Tbk,Finance,Multi-Line Insurance,197400000000.0,235271171817.0,,0.7015847985856413,,,0.0,,TradingView scanner,2026-06-13 01:14:00
ASLC,PT Autopedia Sukses Lestari Tbk,Distribution Services,Wholesale Distributors,752034972656.0,1003800400898.0,21.448834152079154,1.026627573130242,4.86018957208712,3.88138626219446,0.0291808151247013,3.45991850045048,TradingView scanner,2026-06-13 01:14:00
ASLI,PT Asri Karya Lestari Tbk,Industrial Services,Engineering & Construction,,115718634152.0,,3.6116101452491716,,,0.0643849781363107,-6.0780746858196,TradingView scanner,2026-06-13 01:14:00
ASMI,PT Asuransi Maximus Graha Persada Tbk,Finance,Life/Health Insurance,125417318359.0,381149231569.0,5.132591958939265,0.34164634819912515,6.86929426550095,3.52933985623164,0.0006383860768066351,7.24813587761463,TradingView scanner,2026-06-13 01:14:00
ASPI,PT Andalan Sakti Primaindo Tbk,Finance,Real Estate Development,235910862915.0,4425712078.0,,4.686541369685824,-21.943328436749,-12.8774516130953,0.059686898728481305,-296.265789296727,TradingView scanner,2026-06-13 01:14:00
ASPR,PT Asia Pramulia Tbk,Producer Manufacturing,Miscellaneous Manufacturing,447480000000.0,249878985263.0,,3.2971315413525173,,,0.6454367374449591,,TradingView scanner,2026-06-13 01:14:00
ASRI,PT Alam Sutera Realty Tbk,Finance,Real Estate Development,2102487095703.0002,2933946681000.0,7.275539766396182,0.18888884993883573,2.63041619971609,1.32618065292196,0.510181577436849,9.9347704126032,TradingView scanner,2026-06-13 01:14:00
ASRM,PT Asuransi Ramayana Tbk,Finance,Property/Casualty Insurance,306718066406.0,1327813688239.0,,0.42784881484362985,,,0.194662373698406,,TradingView scanner,2026-06-13 01:14:00
ASSA,PT Adi Sarana Armada Tbk,Transportation,Other Transportation,2196226783447.0002,5989485882581.0,5.6550709511027835,1.0237978009984077,19.0776200616687,4.85287116009108,1.9044005949704201,6.74733618565673,TradingView scanner,2026-06-13 01:14:00
ATAP,PT Trimitra Prawara Goldland Tbk,Finance,Real Estate Development,440000000000.0,21037027062.0,3470.588235294118,5.689329806591716,0.164060463929717,0.120723088939595,0.305416087668896,0.606080453403564,TradingView scanner,2026-06-13 01:14:00
ATIC,PT Anabatic Technologies Tbk,Technology Services,Information Technology Services,1106742714844.0,8472399835440.001,5.842388624844696,1.7941391152759363,38.7014717659376,4.10872989709093,1.9791051202008298,2.2738416329451,TradingView scanner,2026-06-13 01:14:00
ATLA,PT Atlantis Subsea Indonesia Tbk,Industrial Services,Engineering & Construction,309978881836.0,82143640546.0,94.0203083866115,1.8270913801482866,1.94750594634814,1.86495771612273,0.00594016244837828,4.42350307326498,TradingView scanner,2026-06-13 01:14:00
AUTO,PT Astra Otoparts Tbk,Producer Manufacturing,Auto Parts: OEM,11519161655273.0,19906774000000.0,5.121936228479331,0.7137446597215643,14.5253371073721,9.90703083492041,0.0358072484020224,11.1420168102467,TradingView scanner,2026-06-13 01:14:00
AVIA,PT Avia Avian Tbk,Process Industries,Industrial Specialties,19329509062500.0,8123685000000.0,10.2878609877674,1.8549681762258061,18.1298157194209,15.6404971443921,0.00233851579910555,21.3110341431044,TradingView scanner,2026-06-13 01:14:00
AWAN,PT Era Digital Media Tbk,Technology Services,Internet Software/Services,480900000000.0,63101969747.0,,6.997745278211047,-12.5292565232664,-9.19890939675541,0.13190690189197102,-15.4048107316757,TradingView scanner,2026-06-13 01:14:00
AXIO,PT Tera Data Indonusa Tbk,Electronic Technology,Computer Processing Hardware,595692899414.0,1616214464383.0,8.800013409544242,1.1746097694643747,13.6132625241611,6.05811372474241,0.687659587290049,4.13136634898651,TradingView scanner,2026-06-13 01:14:00
AYAM,PT Janu Putra Sejahtera Tbk,Process Industries,Agricultural Commodities/Milling,1328000000000.0,267063247239.0,690.3722187564982,6.202622102446019,0.904540622032909,0.381797447780137,0.185198233176257,0.879739170834447,TradingView scanner,2026-06-13 01:14:00
AYLS,PT Arkayana Lestari Grup Tbk,Process Industries,Textiles,108384756409.0,22732936314.0,,3.41231198354852,-21.3883605047242,-21.2569853110951,0.0,-35.2241082468318,TradingView scanner,2026-06-13 01:14:00
BABP,PT Bank MNC Internasional Tbk,Finance,Regional Banks,2200716601562.0,1698585000000.0,27.717722711901988,0.5879738878444513,2.14902381531043,0.380627909332629,0.46718235668309704,11.325604055752475,TradingView scanner,2026-06-13 01:14:00
BABY,PT Multitrend Indo Tbk,Retail Trade,Apparel/Footwear Retail,668029381348.0,1101696804256.0,71.8494036499497,1.1622764579160034,1.68135613718176,1.00579235698455,0.199483222220223,0.638913601000642,TradingView scanner,2026-06-13 01:14:00
BACA,PT Bank Capital Indonesia Tbk,Finance,Regional Banks,2115020484375.0,2146128000000.0,16.70437806563302,0.32362121548892325,1.95189025489911,0.532469788199475,0.149109922230623,10.4265711236227,TradingView scanner,2026-06-13 01:14:00
BAIK,PT Bersama Mencapai Puncak Tbk,Consumer Services,Restaurants,,,,,,,,,TradingView scanner,2026-06-13 01:14:00
BAJA,PT Saranacentral Bajatama Tbk,Non-Energy Minerals,Steel,226800000000.0,824216596902.0,,20.852158198373534,-111.212637810167,-4.04423554054815,39.193825325159104,-3.04256580878474,TradingView scanner,2026-06-13 01:14:00
BALI,PT Bali Towerindo Sentra Tbk,Industrial Services,Engineering & Construction,4996932512207.0,1239210524669.0,25.698423688424665,1.894966249241622,7.20516188633761,2.98401864605791,1.33233644734889,14.929463659165,TradingView scanner,2026-06-13 01:14:00
BANK,PT Bank Aladin Syariah Tbk,Finance,Regional Banks,4033727490234.0,1319345000000.0,28.43114521056187,1.184707642511192,4.33569662584999,1.11231079592491,0.154484604602139,18.307896292938842,TradingView scanner,2026-06-13 01:14:00
BAPI,PT Bhakti Agung Propertindo Tbk,Finance,Real Estate Development,95063659668.0,1588000000.0,,0.25302583759283587,-5.41452753145719,-3.23080166516244,0.35774690399099,-1394.18972707809,TradingView scanner,2026-06-13 01:14:00
BATA,PT Sepatu Bata Tbk,Consumer Non-Durables,Apparel/Footwear,78000000000.0,298246813000.0,,,,-33.776303912459,,-38.9701662964627,TradingView scanner,2026-06-13 01:14:00
BATR,PT Benteng Api Technic Tbk,Non-Energy Minerals,Construction Materials,,,,,,,,,TradingView scanner,2026-06-13 01:14:00
BAUT,PT Mitra Angkasa Sejahtera Tbk,Distribution Services,Wholesale Distributors,115204394531.0,136329182359.0,,0.7404911677915962,-4.80922210462639,-3.70601748171639,0.09160690061778841,-6.19564054172485,TradingView scanner,2026-06-13 01:14:00
BAYU,PT Bayu Buana Tbk,Consumer Services,Other Consumer Services,388542874146.0,2496017497346.0,4.026110863566477,0.6899762423543594,18.1058824773597,10.2138400694512,0.0,4.06552226375231,TradingView scanner,2026-06-13 01:14:00
BBCA,PT Bank Central Asia Tbk,Finance,Major Banks,718077148046875.0,126869068000000.0,12.563948909576464,2.818654290809597,22.9792955760953,3.65875313811899,0.02628482125742,50.850615732109375,TradingView scanner,2026-06-13 01:14:00
BBHI,PT Allo Bank Indonesia Tbk,Finance,Regional Banks,20861045625000.0,2382640345548.0,37.15763263742578,2.783760471244156,7.58352778013642,4.03337830304683,0.00827114711387502,27.529490996379153,TradingView scanner,2026-06-13 01:14:00
BBKP,PT Bank KB Indonesia Tbk Class B,Finance,Major Banks,9770151625000.0,5683244000000.0,153.88999715018525,1.2579791403762617,1.55621570233318,0.144509614293812,3.13188716343606,4.598098012217697,TradingView scanner,2026-06-13 01:14:00
BBLD,PT Buana Finance Tbk,Finance,Finance/Rental/Leasing,946332781982.0,916669000000.0,175.18203698625962,0.670344045862538,0.379369118005426,0.0763531464471582,4.00140892759996,0.584080192631853,TradingView scanner,2026-06-13 01:14:00
BBMD,PT Bank Mestika Dharma Tbk,Finance,Major Banks,7510483400879.0,1301197070755.0,25.02313520044747,1.4683090758910304,5.96342608924807,1.92500086408809,0.0347176398043416,32.79470786277928,TradingView scanner,2026-06-13 01:14:00
BBNI,PT Bank Negara Indonesia (Persero) Tbk Class B,Finance,Major Banks,130472056644125.0,89997765000000.0,6.528930682196229,0.821871488923444,12.3284036660901,1.57934714708766,0.550074718658904,32.49106291647324,TradingView scanner,2026-06-13 01:14:00
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk Class B,Finance,Regional Banks,430685542971600.0,309580919000000.0,7.340056309821459,1.268876604194499,18.3350536993207,2.68955845047216,0.7431688323487861,20.990272660655677,TradingView scanner,2026-06-13 01:14:00
BBRM,PT Pelayaran Nasional Bina Buana Raya Tbk,Transportation,Marine Shipping,819429835946.0,227488151660.686,8.198961464881116,1.1183484580825453,14.6228271718842,13.2870379256772,0.0652739322091061,45.9374657530468,TradingView scanner,2026-06-13 01:14:00
BBSI,PT Krom Bank Indonesia Tbk,Finance,Regional Banks,16625550659180.0,2321841379316.0,90.77667699595219,4.582471542278914,5.17288656715534,1.54356942964713,0.00220693308875047,8.025398721791182,TradingView scanner,2026-06-13 01:14:00
BBSS,PT Bumi Benowo Sukses Sejahtera Tbk,Industrial Services,Engineering & Construction,499201675781.0,3198525553.0,,1.9932880909048807,-0.222874999691239,-0.219409025136789,0.0,-17.2060355957327,TradingView scanner,2026-06-13 01:14:00
BBTN,PT Bank Tabungan Negara (Persero) Tbk,Finance,Major Banks,16630816539271.0,39376998000000.0,4.77230246550023,0.48093153415166967,10.5407718943927,0.751551141606988,1.40435685340764,17.081438551157817,TradingView scanner,2026-06-13 01:14:00
BBYB,PT Bank Neo Commerce Tbk,Finance,Major Banks,2720961871094.0,3304161000000.0,5.7560894014159,0.7256986322441548,13.5016204496958,2.97223513531253,0.059149769967954596,22.368595674878105,TradingView scanner,2026-06-13 01:14:00
BCAP,PT MNC Kapital Indonesia Tbk,Finance,Regional Banks,2106013085938.0,3739854000000.0,7.894030534110106,0.46091674866375626,5.61978405816019,0.891803650434456,0.8905175341262791,6.91990235201621,TradingView scanner,2026-06-13 01:14:00
BCIC,PT Bank JTrust Indonesia Tbk,Finance,Major Banks,1684222734375.0,3102906000000.0,,0.8211734957445296,-18.6542398055323,-1.24090090821214,0.607452961942497,-52.155326765750665,TradingView scanner,2026-06-13 01:14:00
BCIP,PT Bumi Citra Permai Tbk,Finance,Real Estate Development,84365016113.0,112062348954.0,6.307973899465374,0.17085333904562333,,,0.0285666235220972,14.4198910326104,TradingView scanner,2026-06-13 01:14:00
BDKR,PT Berdikari Pondasi Perkasa Tbk,Industrial Services,Engineering & Construction,559180664062.0,404581349786.0,23.069713791363277,0.7472913025567638,3.26688057112004,2.13649996970712,0.229514494141213,6.44994252643152,TradingView scanner,2026-06-13 01:14:00
BDMN,PT Bank Danamon Indonesia Tbk Class A,Finance,Major Banks,37823649082031.0,30882970000000.0,8.819304377367235,0.717356504680431,8.34165254698992,1.637043566571,0.621368233500169,18.238729497958666,TradingView scanner,2026-06-13 01:14:00
BEEF,PT Estika Tata Tiara Tbk,Consumer Non-Durables,Food: Meat/Fish/Dairy,1234277943011.0,6474280326569.0,11.434435241515795,3.07988328821765,29.8597009014067,4.86811912482595,3.43287300302068,1.98745975897979,TradingView scanner,2026-06-13 01:14:00
BEER,PT Jobubu Jarum Minahasa Tbk,Consumer Non-Durables,Beverages: Alcoholic,324000000000.0,36011197691.0,421.98233562315994,1.4700218947795933,0.348952309745232,0.322656454265258,0.034812764234285004,2.3568319636183,TradingView scanner,2026-06-13 01:14:00
BEKS,PT Bank Pembangunan Daerah Banten (Perseroda) Tbk Class A,Finance,Regional Banks,1089279269531.0,656728000000.0,20.396270396270396,0.5745822855186932,2.96492283334217,0.602602537095688,0.63767291072363,17.802132602688587,TradingView scanner,2026-06-13 01:14:00
BELI,PT Global Digital Niaga Tbk,Retail Trade,Specialty Stores,40616819375000.0,22361030000000.0,,4.428447436376329,-21.6928975701554,-10.70059773334,0.470402697653721,-7.62175065374827,TradingView scanner,2026-06-13 01:14:00
BELL,PT Trisula Textile Industries Tbk,Consumer Non-Durables,Apparel/Footwear,645250000000.0,584752959362.0,102.45901639344262,2.819570071955428,2.76990568829492,1.10462322772958,0.714841105534601,1.14431259079107,TradingView scanner,2026-06-13 01:14:00
BESS,PT Batulicin Nusantara Maritim Tbk,Transportation,Marine Shipping,2975994064941.0,353696474662.0,114.54684299203626,4.86296524168577,4.33840103111964,3.98575401080612,0.0190964469666664,9.3077074015022,TradingView scanner,2026-06-13 01:14:00
BEST,PT Bekasi Fajar Industrial Estate Tbk,Industrial Services,Engineering & Construction,926141812500.0,427125502526.0,12.905114150391144,0.20959614560899206,1.6373522254649,1.25591433251798,0.25021484157686,15.3895443608908,TradingView scanner,2026-06-13 01:14:00
BFIN,PT BFI Finance Indonesia Tbk,Finance,Finance/Rental/Leasing,9384248808594.0,6502563000000.0,6.537790870706892,0.9022602845586192,14.1600837609077,6.00875279278155,1.19875892368837,23.3498128190965,TradingView scanner,2026-06-13 01:14:00
BGTG,PT Bank Ganesha Tbk,Finance,Major Banks,2421070802734.0,772105000000.0,10.778765831312315,0.6684285328745686,6.39494767972424,2.28228352093745,0.0018047419857095302,52.657617456082036,TradingView scanner,2026-06-13 01:14:00
