Kode,Penutupan,Sebelumnya,%Change,Open,High,Low,Volume,Online_Last_Date,Close_Online,Volume_Online_Latest,Return_4W,Return_13W,Return_26W,Return_52W,Return_YTD,Price_Source,Volume_Source,Snapshot_Updated_At
APEX,130.0,125.0,4.0000000000000036,139.0,139.0,127.0,14970200.0,2026-06-11,130.0,14970200.0,-23.529411764705888,-42.47787610619469,-54.54545454545454,27.450980392156854,-47.58064516129033,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
APIC,590.0,595.0,-0.8403361344537785,595.0,615.0,560.0,2515700.0,2026-06-11,590.0,2515700.0,-66.38176638176638,-50.83333333333333,-61.43790849673203,-51.23966942148761,-58.00711743772242,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
APII,170.0,176.0,-3.409090909090906,176.0,179.0,170.0,17300.0,2026-06-11,170.0,17300.0,-10.994764397905755,-11.917098445595853,-11.458333333333337,0.591715976331364,-19.047619047619047,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
APLI,246.0,250.0,-1.6000000000000014,262.0,262.0,244.0,226400.0,2026-06-11,246.0,226400.0,25.152733577632524,2.480140719800694,-35.717006205545374,-45.078604522154045,-26.72404561784788,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
APLN,120.0,122.0,-1.6393442622950838,122.0,125.0,116.0,14313800.0,2026-06-11,120.0,14313800.0,-30.23255813953488,-0.8264462809917328,13.207547169811317,27.65957446808511,12.149532710280365,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARCI,870.0,970.0,-10.309278350515461,960.0,970.0,830.0,132136800.0,2026-06-11,870.0,132136800.0,-37.224461236168224,-44.33112507672294,-30.921046892588887,74.37404637817144,-46.19239534528705,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
AREA,206.0,214.0,-3.738317757009346,216.0,216.0,206.0,834300.0,2026-06-11,206.0,834300.0,-32.6797385620915,-36.024844720496894,-64.48275862068967,-54.01785714285714,-62.20183486238532,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARGO,740.0,745.0,-0.6711409395973145,745.0,745.0,670.0,21800.0,2026-06-11,740.0,21800.0,-20.85561497326203,-20.430107526881724,-25.628140703517587,8.823529411764696,-26.368159203980102,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARII,278.0,276.0,0.7246376811594235,294.0,294.0,272.0,152400.0,2026-06-11,278.0,152400.0,-6.081081081081086,-2.1126760563380254,2.9629629629629672,-7.333333333333336,-15.243902439024392,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARKA,27.0,25.0,8.000000000000007,27.0,27.0,24.0,2170600.0,2026-06-11,27.0,2170600.0,-15.625,-22.857142857142854,-27.027027027027028,28.57142857142858,-20.588235294117652,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARKO,5000.0,4870.0,2.6694045174537884,4860.0,5100.0,4510.0,1923800.0,2026-06-11,5000.0,1923800.0,-39.02439024390244,-23.076923076923073,6.382978723404253,495.23809523809524,-29.824561403508774,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARMY,50.0,50.0,0.0,50.0,50.0,50.0,0.0,2026-06-11,50.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARNA,416.0,420.0,-0.952380952380949,420.0,426.0,412.0,2156300.0,2026-06-11,416.0,2156300.0,-12.236286919831219,-11.953395553892854,-15.244859039544934,-24.426661669650272,-15.244859039544934,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARTA,2200.0,2240.0,-1.7857142857142905,2100.0,2560.0,2070.0,16300.0,2026-06-11,2200.0,16300.0,-16.349809885931556,-16.981132075471695,-23.344947735191635,14.179923215674206,-31.25,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARTI,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2026-06-11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ARTO,970.0,970.0,0.0,970.0,1035.0,940.0,7660300.0,2026-06-11,970.0,7660300.0,-19.834710743801654,-27.06766917293233,-53.14009661835748,-44.25287356321839,-50.76142131979695,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASBI,404.0,398.0,1.5075376884422065,392.0,404.0,392.0,20500.0,2026-06-11,404.0,20500.0,-1.9417475728155331,-3.809523809523807,-14.04255319148936,-30.94017094017094,-4.716981132075471,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASDM,500.0,498.0,0.40160642570281624,500.0,500.0,496.0,7000.0,2026-06-11,500.0,7000.0,-2.9126213592232997,-19.999999999999996,-17.355371900826444,-10.041694664249178,-17.355371900826444,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASGR,1455.0,1410.0,3.1914893617021267,1420.0,1475.0,1415.0,841200.0,2026-06-11,1455.0,841200.0,-11.280487804878048,5.73430965405195,31.212464972812135,80.58030293366332,39.02936429842156,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASHA,57.0,57.0,0.0,58.0,60.0,55.0,33314200.0,2026-06-11,57.0,33314200.0,-22.972972972972972,-20.833333333333336,-32.94117647058824,200.0,-24.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASII,4700.0,4700.0,0.0,4700.0,4950.0,4680.0,85205900.0,2026-06-11,4700.0,85205900.0,-18.260869565217387,-15.601433169313662,-26.308713939455185,9.894388086250006,-27.39240866873812,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASJT,141.0,141.0,0.0,141.0,143.0,141.0,202900.0,2026-06-11,141.0,202900.0,-21.666666666666668,-22.56266083587559,1.2216716111393522,33.68899526757436,-25.020989163043783,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASLC,59.0,60.0,-1.6666666666666718,59.0,60.0,58.0,5584600.0,2026-06-11,59.0,5584600.0,-20.270270270270274,-20.270270270270274,-37.23404255319149,-9.187109187109188,-35.16483516483516,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASLI,214.0,222.0,-3.6036036036036,212.0,244.0,200.0,9128700.0,2026-06-11,214.0,9128700.0,-31.41025641025641,-33.95061728395061,-56.50406504065041,328.0,-60.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASMI,14.0,15.0,-6.666666666666665,16.0,16.0,14.0,2188600.0,2026-06-11,14.0,2188600.0,-22.22222222222222,-33.333333333333336,-53.333333333333336,-17.647058823529417,-53.333333333333336,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASPI,346.0,362.0,-4.41988950276243,396.0,396.0,346.0,2480300.0,2026-06-11,346.0,2480300.0,-33.46153846153847,30.075187969924812,-66.88995215311004,158.20895522388062,-51.944444444444436,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASPR,165.0,163.0,1.2269938650306678,165.0,172.0,153.0,139464700.0,2026-06-11,165.0,139464700.0,-55.4054054054054,21.323529411764696,66.66666666666667,0.6097560975609762,66.66666666666667,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASRI,107.0,106.0,0.9433962264151052,106.0,109.0,105.0,8073300.0,2026-06-11,107.0,8073300.0,-14.400000000000002,-15.748031496062998,-34.756097560975604,-21.323529411764707,-34.355828220858896,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASRM,240.0,242.0,-0.8264462809917328,242.0,242.0,234.0,11100.0,2026-06-11,240.0,11100.0,-14.52900048646062,-13.307983784931421,-25.99462090113316,-13.307983784931421,-24.615635906036403,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ASSA,595.0,600.0,-0.8333333333333304,600.0,615.0,585.0,10106500.0,2026-06-11,595.0,10106500.0,-21.19205298013245,-41.951219512195124,-49.57627118644068,-15.326422370929315,-48.927038626609445,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ATAP,352.0,342.0,2.923976608187129,418.0,418.0,324.0,1509700.0,2026-06-11,352.0,1509700.0,-26.35983263598326,-51.44827586206897,98.87005649717516,1157.142857142857,-47.851851851851855,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ATIC,478.0,484.0,-1.2396694214875992,488.0,488.0,472.0,137900.0,2026-06-11,478.0,137900.0,-8.952380952380956,-8.076923076923082,-21.63934426229508,19.500000000000007,-25.891472868217058,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ATLA,50.0,50.0,0.0,50.0,50.0,50.0,2094800.0,2026-06-11,50.0,2094800.0,-1.9607843137254943,0.0,-24.242424242424242,0.0,-19.354838709677423,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
AUTO,2390.0,2410.0,-0.8298755186721962,2410.0,2440.0,2370.0,1805800.0,2026-06-11,2390.0,1805800.0,-7.722007722007717,-2.0199752563765494,-7.699978163526144,29.880895457278545,-6.342622304015267,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
AVIA,312.0,306.0,1.9607843137254832,306.0,318.0,304.0,11853400.0,2026-06-11,312.0,11853400.0,-14.754098360655743,-20.59113360181436,-30.51724594923573,-26.608129474324627,-38.00000291090731,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
AWAN,140.0,138.0,1.449275362318847,139.0,141.0,136.0,655300.0,2026-06-11,140.0,655300.0,-2.0979020979020935,-7.8947368421052655,-37.5,-48.14814814814815,-30.000000000000004,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
AXIO,102.0,103.0,-0.9708737864077666,103.0,105.0,102.0,100100.0,2026-06-11,102.0,100100.0,-7.646798885821749,-6.012229414244674,-21.907216314190215,-18.7877113521398,-18.302934871228217,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
AYAM,332.0,330.0,0.60606060606061,330.0,336.0,322.0,43693400.0,2026-06-11,332.0,43693400.0,0.0,9.210526315789469,-14.871794871794874,111.46496815286623,-23.502304147465438,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
AYLS,127.0,114.0,11.403508771929815,116.0,136.0,108.0,2953300.0,2026-06-11,127.0,2953300.0,-28.248587570621464,-37.12871287128713,-49.2,23.300970873786397,-48.3739837398374,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BABP,50.0,50.0,0.0,50.0,50.0,50.0,670700.0,2026-06-11,50.0,670700.0,0.0,-1.9607843137254943,-9.090909090909093,-3.8461538461538436,-13.793103448275868,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BABY,234.0,189.0,23.809523809523814,246.0,254.0,208.0,34539200.0,2026-06-11,234.0,34539200.0,12.5,16.999999999999993,-16.428571428571427,-31.176470588235293,-29.518072289156628,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BACA,106.0,108.0,-1.851851851851849,108.0,110.0,100.0,800000.0,2026-06-11,106.0,800000.0,-19.696969696969703,-21.48148148148148,-32.05128205128205,-18.461538461538463,-53.09734513274336,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BAIK,575.0,492.0,16.869918699186993,484.0,590.0,484.0,10880700.0,2026-06-11,575.0,10880700.0,-6.504065040650408,87.90849673202614,387.2881355932203,437.38317757009344,335.6060606060606,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BAJA,126.0,124.0,1.6129032258064502,124.0,128.0,123.0,593700.0,2026-06-11,126.0,593700.0,-15.436241610738255,-9.999999999999998,-29.60893854748603,-3.8167938931297662,-23.636363636363633,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BALI,1270.0,1210.0,4.958677685950419,1215.0,1270.0,1200.0,3600.0,2026-06-11,1270.0,3600.0,0.39525691699604515,2.4193548387096753,-11.49825783972126,-22.324159021406732,-25.294117647058822,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BANK,270.0,274.0,-1.4598540145985384,280.0,280.0,258.0,8178300.0,2026-06-11,270.0,8178300.0,-44.44444444444444,-43.983402489626556,-70.96774193548387,-67.66467065868264,-72.16494845360825,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BAPA,238.0,238.0,0.0,238.0,238.0,238.0,0.0,2026-06-11,238.0,0.0,0.0,221.6216216216216,153.19148936170214,376.0,153.19148936170214,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BAPI,17.0,17.0,0.0,18.0,18.0,16.0,14578700.0,2026-06-11,17.0,14578700.0,-26.086956521739136,-43.333333333333336,-50.0,88.88888888888889,-41.379310344827594,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BATA,60.0,63.0,-4.761904761904767,61.0,61.0,60.0,38800.0,2026-06-11,60.0,38800.0,-6.25,3.4482758620689724,-11.764705882352944,13.207547169811317,-14.28571428571429,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BATR,82.0,84.0,-2.3809523809523836,85.0,85.0,79.0,447600.0,2026-06-11,82.0,447600.0,-13.684210526315788,-11.827956989247312,-31.092436974789916,1.2345679012345734,-28.07017543859649,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BAUT,24.0,24.0,0.0,26.0,26.0,24.0,4712000.0,2026-06-11,24.0,4712000.0,-17.24137931034483,-27.27272727272727,-40.0,-22.580645161290324,-33.333333333333336,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BAYU,1100.0,1065.0,3.2863849765258246,1075.0,1105.0,1050.0,71300.0,2026-06-11,1100.0,71300.0,-11.343282289868274,-14.532370798167992,-12.32472387911725,-9.657789980428122,-12.647060078023609,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBCA,5825.0,5650.0,3.0973451327433565,5650.0,5875.0,5550.0,543032300.0,2026-06-11,5825.0,543032300.0,-4.508196721311474,-11.563684325586731,-26.747025356694998,-32.186270834946306,-24.23679988375389,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBHI,960.0,965.0,-0.5181347150259086,985.0,985.0,920.0,161200.0,2026-06-11,960.0,161200.0,-6.796116504854366,-27.819548872180455,-35.13513513513513,34.265734265734274,-35.35353535353535,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBKP,52.0,53.0,-1.8867924528301883,53.0,53.0,51.0,43112200.0,2026-06-11,52.0,43112200.0,-13.33333333333333,-16.129032258064512,-27.77777777777778,-13.33333333333333,-33.333333333333336,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBLD,575.0,575.0,0.0,575.0,575.0,575.0,200.0,2026-06-11,575.0,200.0,-11.207139169199376,-28.746473268847062,-34.41436479127403,-23.046190664727252,-37.60501766714241,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBMD,1865.0,1955.0,-4.6035805626598485,1955.0,1955.0,1850.0,800.0,2026-06-11,1865.0,800.0,-2.610966057441255,-6.75,-6.516290726817042,-16.16067740149727,-9.024390243902436,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBNI,3500.0,3450.0,1.449275362318847,3490.0,3620.0,3400.0,135430000.0,2026-06-11,3500.0,135430000.0,-9.560723514211888,-11.359774204853402,-11.359774204853402,-16.240850089934757,-10.7355506441567,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBRI,2850.0,2880.0,-1.041666666666663,2880.0,2960.0,2780.0,465509700.0,2026-06-11,2850.0,465509700.0,-8.653846153846157,-15.004071920639594,-13.740665140339893,-21.28835832191063,-16.638608415475876,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBRM,97.0,100.0,-3.0000000000000027,104.0,104.0,94.0,2185100.0,2026-06-11,97.0,2185100.0,-30.215827338129497,-25.954198473282442,-18.487394957983195,18.29268292682926,-60.24590163934427,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBSI,4570.0,4570.0,0.0,4570.0,4600.0,4570.0,1300.0,2026-06-11,4570.0,1300.0,-2.765957446808509,-4.3933054393305415,17.179487179487186,13.118811881188108,13.965087281795508,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBSS,104.0,106.0,-1.8867924528301883,106.0,118.0,98.0,1387400.0,2026-06-11,104.0,1387400.0,-37.34939759036144,-40.90909090909091,-74.50980392156863,-64.13793103448275,-74.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBTN,1185.0,1210.0,-2.066115702479343,1210.0,1240.0,1175.0,14995700.0,2026-06-11,1185.0,14995700.0,-11.567164179104472,-7.058823529411762,1.716738197424883,2.155172413793105,2.155172413793105,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
BBYB,226.0,226.0,0.0,226.0,234.0,218.0,15870600.0,2026-06-11,226.0,15870600.0,-24.161073825503355,-22.06896551724138,-47.68518518518518,0.0,-52.916666666666664,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
