Kode,Penutupan,Sebelumnya,%Change,Open,High,Low,Volume,Online_Last_Date,Close_Online,Volume_Online_Latest,Return_4W,Return_13W,Return_26W,Return_52W,Return_YTD,Price_Source,Volume_Source,Snapshot_Updated_At
CHIP,940.0,935.0,0.5347593582887722,925.0,945.0,910.0,111800.0,2026-06-11,940.0,111800.0,-6.930693069306926,-20.33898305084746,-32.12996389891697,-28.4080989751189,-30.11152416356877,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CINT,159.0,160.0,-0.6249999999999978,161.0,161.0,158.0,67600.0,2026-06-11,159.0,67600.0,-17.616580310880824,-12.154696132596687,-22.815533980582526,-7.017543859649122,-29.01785714285714,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CITA,2770.0,2800.0,-1.0714285714285676,2810.0,2850.0,2640.0,299000.0,2026-06-11,2770.0,299000.0,-12.529548275842394,-26.44051124529325,-26.617334057377295,-24.437652265431232,-31.0898694409233,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CITY,124.0,129.0,-3.875968992248058,130.0,130.0,120.0,371300.0,2026-06-11,124.0,371300.0,-34.73684210526316,-15.068493150684937,-58.10810810810811,40.90909090909092,-67.5392670157068,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CLAY,2700.0,2770.0,-2.527075812274371,2760.0,2770.0,2680.0,13100.0,2026-06-11,2700.0,13100.0,-6.896551724137934,-2.527075812274371,3.8461538461538547,170.00000000000003,17.903930131004376,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CLEO,376.0,346.0,8.670520231213864,348.0,378.0,346.0,7376300.0,2026-06-11,376.0,7376300.0,-5.527638190954775,-5.527638190954775,-25.544554455445546,-45.10948905109488,-19.313304721030043,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CLPI,1570.0,1550.0,1.2903225806451646,1550.0,1570.0,1550.0,48300.0,2026-06-11,1570.0,48300.0,-3.9755351681957207,2.28013029315961,2.614379084967311,35.756466234729366,4.666666666666663,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CMNP,1395.0,1325.0,5.283018867924527,1325.0,1415.0,1295.0,79200.0,2026-06-11,1395.0,79200.0,-7.920792079207917,-0.3571428571428559,3.7174721189590976,2.9520295202952074,-28.46153846153846,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CMNT,815.0,790.0,3.164556962025311,790.0,825.0,785.0,20260400.0,2026-06-11,815.0,20260400.0,5.161290322580636,24.427480916030532,5.844155844155852,-7.386363636363635,-4.117647058823525,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CMPP,72.0,72.0,0.0,72.0,72.0,72.0,103100.0,2026-06-11,72.0,103100.0,-7.692307692307687,-15.294117647058824,-24.210526315789473,-8.860759493670889,-23.404255319148938,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CMRY,4160.0,4300.0,-3.2558139534883734,4300.0,4320.0,4150.0,2384900.0,2026-06-11,4160.0,2384900.0,-11.677282377919319,-4.88974387140968,-25.739240458223534,-9.242844909051417,-23.39768828557407,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CNKO,36.0,36.0,0.0,36.0,36.0,35.0,12253400.0,2026-06-11,36.0,12253400.0,-28.000000000000004,-44.61538461538461,-40.0,9.090909090909083,-42.85714285714286,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CNMA,88.0,90.0,-2.2222222222222254,90.0,91.0,87.0,6985800.0,2026-06-11,88.0,6985800.0,-12.871287128712872,-6.920554561090809,-20.767081996537172,-35.038847147154186,-20.767081996537172,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CNTB,250.0,250.0,0.0,250.0,250.0,250.0,0.0,2026-06-11,250.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CNTX,142.0,142.0,0.0,142.0,142.0,142.0,0.0,2026-06-11,142.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
COAL,37.0,41.0,-9.756097560975608,37.0,37.0,37.0,10189000.0,2026-06-11,37.0,10189000.0,-32.72727272727273,-44.776119402985074,-69.42148760330579,-9.756097560975608,-58.42696629213483,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
COCO,180.0,190.0,-5.263157894736848,192.0,193.0,170.0,14573500.0,2026-06-11,180.0,14573500.0,-46.42857142857143,-39.59731543624161,-51.871657754010705,-23.728813559322038,-51.871657754010705,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
COIN,700.0,715.0,-2.0979020979020935,710.0,740.0,665.0,2437000.0,2026-06-11,700.0,2437000.0,-31.372549019607842,-43.77510040160642,-82.05128205128204,418.51851851851853,-82.23350253807106,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
COWL,50.0,50.0,0.0,50.0,50.0,50.0,0.0,2026-06-11,50.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CPIN,3260.0,3240.0,0.6172839506172867,3250.0,3310.0,3180.0,11776800.0,2026-06-11,3260.0,11776800.0,-17.999110902097847,-2.8137586376504986,-28.485599710535315,-30.38291855616462,-24.862619105738126,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CPRI,50.0,50.0,0.0,50.0,50.0,50.0,0.0,2026-06-11,50.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CPRO,50.0,51.0,-1.9607843137254943,50.0,51.0,50.0,80342700.0,2026-06-11,50.0,80342700.0,-9.090909090909093,-7.4074074074074066,-20.63492063492064,-1.9607843137254943,-24.242424242424242,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CRAB,210.0,210.0,0.0,210.0,212.0,206.0,920300.0,2026-06-11,210.0,920300.0,-0.9433962264150941,-12.5,-23.357664233576646,-11.004054188190759,-25.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CRSN,97.0,96.0,1.041666666666674,98.0,100.0,92.0,220800.0,2026-06-11,97.0,220800.0,-10.714529750308666,-4.5870970283803825,-27.910254334122165,-9.045641918665769,-21.515192051900044,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CSAP,264.0,260.0,1.538461538461533,286.0,286.0,264.0,3000.0,2026-06-11,264.0,3000.0,-5.714285714285716,-6.382978723404253,-20.481927710843372,4.317406535357549,-16.981132075471695,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CSIS,140.0,145.0,-3.4482758620689613,145.0,147.0,140.0,873000.0,2026-06-11,140.0,873000.0,-18.128654970760238,-17.159763313609467,-66.01941747572815,122.22222222222223,-56.25,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CSMI,70.0,73.0,-4.109589041095896,77.0,77.0,69.0,10207100.0,2026-06-11,70.0,10207100.0,-33.333333333333336,-14.634146341463417,-69.29824561403508,-96.18528610354224,-66.98113207547169,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CSRA,710.0,720.0,-1.388888888888884,720.0,720.0,700.0,116800.0,2026-06-11,710.0,116800.0,-21.111111111111114,-22.404371584699454,-21.54696132596685,16.26731295155801,-23.24324324324324,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CTBN,5700.0,5575.0,2.2421524663677195,5750.0,5975.0,5525.0,18900.0,2026-06-11,5700.0,18900.0,9.615384615384626,-2.564102564102566,-10.9375,3.146500175171263,-3.3898305084745783,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CTRA,580.0,575.0,0.8695652173912993,575.0,590.0,565.0,12184700.0,2026-06-11,580.0,12184700.0,-15.328467153284675,-14.70588235294118,-32.55813953488372,-39.85358349781307,-29.6969696969697,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CTTH,140.0,143.0,-2.0979020979020935,144.0,149.0,124.0,12444800.0,2026-06-11,140.0,12444800.0,-30.6930693069307,100.0,50.53763440860215,438.4615384615385,4.477611940298498,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CUAN,665.0,730.0,-8.904109589041099,715.0,745.0,645.0,780465500.0,2026-06-11,665.0,780465500.0,-21.764705882352942,-48.046875,-75.27881040892194,-43.40425531914893,-70.96069868995633,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
CYBR,580.0,570.0,1.7543859649122862,570.0,615.0,570.0,40739600.0,2026-06-11,580.0,40739600.0,-10.769230769230765,-14.39114391143912,-18.881118881118887,12.077294685990347,-37.12737127371274,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DAAZ,1685.0,1680.0,0.29761904761904656,1675.0,1725.0,1580.0,585200.0,2026-06-11,1685.0,585200.0,-23.059360730593603,-51.857142857142854,-25.111111111111107,-59.397590361445786,-31.781376518218618,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DADA,50.0,50.0,0.0,50.0,50.0,50.0,164000.0,2026-06-11,50.0,164000.0,0.0,0.0,0.0,615.6772812650155,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DART,115.0,119.0,-3.361344537815125,119.0,119.0,113.0,248200.0,2026-06-11,115.0,248200.0,-21.232876712328764,-22.297297297297302,-37.5,-21.232876712328764,-39.473684210526315,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DATA,1420.0,1430.0,-0.6993006993006978,1500.0,1540.0,1370.0,3821600.0,2026-06-11,1420.0,3821600.0,-29.35323383084577,-60.22408963585435,-68.9277899343545,5.970149253731338,-67.72727272727272,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DAYA,950.0,950.0,0.0,950.0,950.0,935.0,5500.0,2026-06-11,950.0,5500.0,-12.442396313364057,2.1505376344086002,-25.49019607843137,-2.0618556701030966,-26.923076923076927,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DCII,188775.0,180150.0,4.787676935886753,188750.0,188775.0,188675.0,1500.0,2026-06-11,188775.0,1500.0,-7.007389162561573,-10.10714285714286,-21.335555787061157,24.17365564874199,-14.193181818181822,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DEAL,6.0,6.0,0.0,6.0,6.0,6.0,0.0,2026-06-11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DEFI,116.0,99.0,17.17171717171717,105.0,123.0,100.0,201035000.0,2026-06-11,116.0,201035000.0,-35.19553072625698,46.83544303797469,-32.163742690058484,-92.02749140893471,-64.41717791411044,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DEPO,238.0,236.0,0.8474576271186418,236.0,248.0,226.0,40000.0,2026-06-11,238.0,40000.0,-11.851851851851848,13.33333333333333,-7.751937984496127,14.555250680094245,-9.848484848484851,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DEWA,294.0,302.0,-2.6490066225165587,302.0,316.0,284.0,619297300.0,2026-06-11,294.0,619297300.0,-39.25619834710744,-28.292682926829272,-28.640776699029125,50.76923076923077,-60.8,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DEWI,117.0,119.0,-1.6806722689075682,119.0,119.0,114.0,41154600.0,2026-06-11,117.0,41154600.0,-7.14285714285714,-4.878048780487809,-21.476510067114095,23.15789473684211,-21.476510067114095,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DFAM,100.0,100.0,0.0,101.0,106.0,95.0,32390200.0,2026-06-11,100.0,32390200.0,-19.999999999999996,19.047619047619047,11.111111111111116,100.0,-13.043478260869568,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DGIK,118.0,118.0,0.0,119.0,120.0,118.0,885500.0,2026-06-11,118.0,885500.0,-9.230769230769232,-0.8403361344537785,-4.8387096774193505,34.09090909090908,-37.56613756613757,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DGNS,208.0,220.0,-5.454545454545457,220.0,230.0,197.0,363200.0,2026-06-11,208.0,363200.0,-17.460317460317466,-35.802469135802475,10.63829787234043,28.395061728395056,11.827956989247301,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DGWG,294.0,292.0,0.6849315068493178,294.0,294.0,286.0,14060400.0,2026-06-11,294.0,14060400.0,-16.94915254237288,-21.808510638297875,-25.380710659898476,-37.15287778384546,-22.22222222222222,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DIGI,34.0,31.0,9.677419354838701,34.0,34.0,33.0,131500.0,2026-06-11,34.0,131500.0,-8.108108108108103,6.25,-12.82051282051282,47.82608695652173,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DILD,114.0,117.0,-2.564102564102566,117.0,118.0,112.0,9251400.0,2026-06-11,114.0,9251400.0,-7.317073170731703,-8.064516129032262,-16.788321167883215,-16.176470588235293,-19.14893617021277,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DIVA,104.0,103.0,0.9708737864077666,106.0,112.0,100.0,18046200.0,2026-06-11,104.0,18046200.0,-33.75796178343949,-23.529411764705888,-40.90909090909091,-4.587155963302747,-39.53488372093024,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DKFT,620.0,615.0,0.8130081300812941,620.0,640.0,600.0,4419700.0,2026-06-11,620.0,4419700.0,-17.333333333333336,-13.888888888888884,-12.676056338028175,48.97859245230938,-19.999999999999996,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DKHH,55.0,55.0,0.0,56.0,58.0,54.0,7839700.0,2026-06-11,55.0,7839700.0,-26.66666666666667,-11.290322580645162,-37.5,-21.42857142857143,-31.25,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DLTA,1820.0,1825.0,-0.2739726027397249,1825.0,1840.0,1815.0,192500.0,2026-06-11,1820.0,192500.0,-8.999999999999996,-5.699481865284972,-11.21951219512195,-12.866872879739377,-9.452736318407961,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DMAS,151.0,152.0,-0.6578947368421018,152.0,153.0,149.0,47280900.0,2026-06-11,151.0,47280900.0,-0.6578947368421018,15.267175572519086,15.267175572519086,7.092198581560294,17.054263565891482,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DMMX,152.0,148.0,2.7027027027026973,148.0,157.0,148.0,77900.0,2026-06-11,152.0,77900.0,-30.27522935779816,-31.53153153153153,-59.78835978835979,-61.02564102564103,-59.78835978835979,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DMND,610.0,585.0,4.2735042735042805,585.0,620.0,570.0,30500.0,2026-06-11,610.0,30500.0,-3.1746031746031744,-5.426356589147286,-1.6129032258064502,-17.730265965884318,-17.006802721088434,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DNAR,104.0,102.0,1.9607843137254832,102.0,107.0,102.0,381400.0,2026-06-11,104.0,381400.0,-22.962962962962962,-21.212121212121215,-52.293577981651374,-3.703703703703709,-44.08602150537635,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DNET,10400.0,10375.0,0.24096385542169418,9850.0,10400.0,9825.0,5900.0,2026-06-11,10400.0,5900.0,10.052910052910047,17.8470254957507,15.555555555555545,9.529856543410276,15.555555555555545,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DOID,195.0,199.0,-2.010050251256279,200.0,202.0,193.0,2879100.0,2026-06-11,195.0,2879100.0,-15.94827586206896,-29.856115107913674,-37.898089171974526,-59.54356846473029,-39.0625,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DOOH,121.0,120.0,0.8333333333333304,120.0,122.0,111.0,30286900.0,2026-06-11,121.0,30286900.0,-22.435897435897434,-9.701492537313428,-56.785714285714285,19.8019801980198,-58.56164383561644,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DOSS,127.0,129.0,-1.5503875968992276,130.0,135.0,121.0,326600.0,2026-06-11,127.0,326600.0,-14.76510067114094,-14.76510067114094,-48.3739837398374,-23.877360840047167,-46.63865546218487,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DPNS,310.0,310.0,0.0,310.0,310.0,310.0,0.0,2026-06-11,310.0,0.0,0.0,0.0,0.0,13.749964586392016,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DPUM,116.0,128.0,-9.375,128.0,128.0,116.0,6247900.0,2026-06-11,116.0,6247900.0,-39.583333333333336,-27.04402515723271,33.33333333333333,131.99999999999997,-57.971014492753625,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DRMA,935.0,940.0,-0.5319148936170248,940.0,965.0,930.0,218500.0,2026-06-11,935.0,218500.0,-5.555555555555558,7.7188940092165925,-5.491911803128058,1.7041356807570018,-4.591836734693877,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DSFI,66.0,66.0,0.0,68.0,69.0,63.0,1732800.0,2026-06-11,66.0,1732800.0,-29.78723404255319,-25.842696629213478,-25.0,15.789473684210531,-34.65346534653465,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DSNG,1095.0,1110.0,-1.3513513513513487,1110.0,1135.0,1045.0,14725600.0,2026-06-11,1095.0,14725600.0,-31.775700934579444,-20.36363636363636,-36.15160349854227,41.99571618142737,-27.242524916943523,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DSSA,730.0,790.0,-7.594936708860756,760.0,780.0,695.0,1063286500.0,2026-06-11,730.0,1063286500.0,-29.468599033816425,-75.06830601092896,-82.12098946852804,-69.1722972972973,-81.46267140680548,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DUCK,176.0,176.0,0.0,176.0,176.0,176.0,0.0,2026-06-11,176.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DUTI,4000.0,4000.0,0.0,4010.0,4010.0,4000.0,700.0,2026-06-11,4000.0,700.0,-4.761904761904767,3.626943005181338,-6.759906759906764,5.820105820105814,-6.976744186046513,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DVLA,1535.0,1540.0,-0.32467532467532756,1520.0,1535.0,1500.0,6000.0,2026-06-11,1535.0,6000.0,-4.062500000000002,-3.7617554858934144,-7.530120481927716,-4.213408897877413,-7.250755287009058,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DWGL,256.0,254.0,0.7874015748031482,254.0,258.0,250.0,556600.0,2026-06-11,256.0,556600.0,-7.913669064748197,10.344827586206895,-21.95121951219512,0.7874015748031482,-20.98765432098766,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
DYAN,75.0,75.0,0.0,74.0,76.0,71.0,1141200.0,2026-06-11,75.0,1141200.0,-9.638554216867467,-9.638554216867467,-13.793103448275868,-20.21276595744681,-20.21276595744681,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EAST,88.0,88.0,0.0,88.0,89.0,87.0,683700.0,2026-06-11,88.0,683700.0,-3.296703296703296,1.9432014199866066,0.9560789079975818,3.349431146679338,-10.261271047413544,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ECII,119.0,119.0,0.0,121.0,121.0,113.0,461900.0,2026-06-11,119.0,461900.0,-31.213872832369937,-46.875,-37.03703703703704,-31.60919540229885,-33.88888888888889,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EDGE,4790.0,4790.0,0.0,4790.0,4790.0,4790.0,0.0,2026-06-11,4790.0,0.0,0.0,0.0,0.8421052631578885,22.193877551020403,7.88288288288288,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EKAD,158.0,163.0,-3.0674846625766916,161.0,171.0,145.0,616100.0,2026-06-11,158.0,616100.0,-4.403357422012766,-7.5723097755381,-11.013768058712225,-10.056920787770496,-9.07928033928368,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ELIT,171.0,166.0,3.0120481927710774,166.0,173.0,160.0,2233500.0,2026-06-11,171.0,2233500.0,-14.070351758793976,-8.556149732620321,-6.043956043956045,0.2337457946954613,-20.833333333333336,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ELPI,1150.0,1195.0,-3.765690376569042,1200.0,1235.0,1070.0,429500.0,2026-06-11,1150.0,429500.0,-42.50000000000001,-6.702850738524857,70.81609980905397,228.12133746503557,23.569099199394007,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ELSA,600.0,590.0,1.6949152542372836,600.0,625.0,585.0,42346700.0,2026-06-11,600.0,42346700.0,-14.28571428571429,-28.57142857142857,18.811881188118807,17.647058823529417,17.647058823529417,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ELTY,24.0,26.0,-7.692307692307687,26.0,26.0,24.0,128456000.0,2026-06-11,24.0,128456000.0,-38.46153846153846,-40.0,-27.27272727272727,140.0,-51.02040816326531,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EMAS,6900.0,7100.0,-2.8169014084507005,6900.0,7025.0,6600.0,43970400.0,2026-06-11,6900.0,43970400.0,-12.658227848101266,-13.749999999999996,89.04109589041096,91.66666666666667,22.666666666666657,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EMDE,56.0,57.0,-1.7543859649122862,57.0,58.0,54.0,2139300.0,2026-06-11,56.0,2139300.0,-26.315789473684216,-28.205128205128204,-41.666666666666664,-40.42553191489362,-49.09090909090909,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EMTK,525.0,540.0,-2.777777777777779,530.0,550.0,510.0,36381300.0,2026-06-11,525.0,36381300.0,-27.440065676458413,-24.867019708519045,-60.61802811221555,-3.283368620841254,-51.84659162476887,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ENAK,204.0,210.0,-2.857142857142858,210.0,220.0,204.0,46100.0,2026-06-11,204.0,46100.0,-38.55421686746988,-53.21100917431192,-70.0,-71.66666666666667,-66.82926829268293,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ENRG,1380.0,1355.0,1.845018450184499,1355.0,1490.0,1355.0,131670900.0,2026-06-11,1380.0,131670900.0,-14.28571428571429,-16.867469879518072,14.522821576763478,403.6496350364963,-15.85365853658537,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ENVY,50.0,50.0,0.0,50.0,50.0,50.0,0.0,2026-06-11,50.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ENZO,60.0,60.0,0.0,60.0,62.0,58.0,4654800.0,2026-06-11,60.0,4654800.0,-35.483870967741936,-11.764705882352944,19.999999999999996,53.846153846153854,33.33333333333333,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EPAC,53.0,56.0,-5.35714285714286,56.0,57.0,51.0,19352400.0,2026-06-11,53.0,19352400.0,-30.263157894736846,17.777777777777782,60.606060606060595,341.6666666666667,29.268292682926834,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EPMT,2270.0,2260.0,0.4424778761061843,2260.0,2270.0,2190.0,8100.0,2026-06-11,2270.0,8100.0,-4.621848739495793,-0.43859649122807154,-2.5751072961373356,-0.8733624454148492,-0.8733624454148492,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ERAA,354.0,350.0,1.1428571428571344,350.0,366.0,346.0,21121400.0,2026-06-11,354.0,21121400.0,-10.152284263959388,-7.329842931937169,-18.055555555555557,-29.261632702220208,-14.077669902912627,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ERAL,260.0,258.0,0.7751937984496138,258.0,262.0,250.0,2783000.0,2026-06-11,260.0,2783000.0,-14.473684210526317,-23.076923076923073,-16.129032258064512,-12.11433817651033,-19.254658385093173,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ERTX,137.0,122.0,12.295081967213118,123.0,155.0,120.0,8161900.0,2026-06-11,137.0,8161900.0,-30.102040816326525,-37.727272727272734,-24.725274725274726,22.32142857142858,-38.288288288288285,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ESIP,110.0,102.0,7.843137254901955,102.0,124.0,100.0,240861400.0,2026-06-11,110.0,240861400.0,-33.333333333333336,74.60317460317461,19.565217391304344,234.8554189025516,29.41176470588236,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ESSA,605.0,615.0,-1.6260162601625994,610.0,620.0,585.0,61797800.0,2026-06-11,605.0,61797800.0,-24.375000000000004,-19.867549668874172,-3.9682539682539653,-4.7244094488189,-1.6260162601625994,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ESTA,171.0,176.0,-2.840909090909094,176.0,178.0,171.0,103500.0,2026-06-11,171.0,103500.0,-17.78846153846154,0.588235294117645,-27.542372881355938,155.22388059701493,-57.67326732673268,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ESTI,116.0,119.0,-2.5210084033613467,121.0,124.0,111.0,2235600.0,2026-06-11,116.0,2235600.0,-25.161290322580644,-25.64102564102564,-5.691056910569103,205.26315789473685,10.476190476190483,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
ETWA,70.0,70.0,0.0,70.0,70.0,70.0,0.0,2026-06-11,70.0,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EURO,1380.0,1254.199951171875,10.03030248172012,1200.0,1380.0,1155.0,2090000.0,2026-06-11,1380.0,2090000.0,-50.85835393116738,-21.09255474733789,360.2934426885303,611.7939656122965,382.8252616949938,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
EXCL,2610.0,2540.0,2.7559055118110187,2540.0,2670.0,2490.0,11882800.0,2026-06-11,2610.0,11882800.0,-13.861386138613863,1.1627906976744207,-18.437499999999996,26.193746241092985,-30.400000000000006,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FAPA,7250.0,7300.0,-0.6849315068493178,7300.0,7300.0,7250.0,2400.0,2026-06-11,7250.0,2400.0,0.694444444444442,15.07936507936507,15.07936507936507,33.6405529953917,13.28125,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FAST,230.0,232.0,-0.8620689655172376,236.0,238.0,222.0,458300.0,2026-06-11,230.0,458300.0,-20.138888888888886,-34.285714285714285,-53.2520325203252,-29.447852760736193,-62.601626016260155,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FASW,5312.4970703125,5312.4970703125,0.0,5312.4970703125,5312.4970703125,5312.4970703125,0.0,2026-06-11,5312.4970703125,0.0,0.0,0.0,0.0,0.0,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FILM,1775.0,1670.0,6.287425149700598,1670.0,1940.0,1655.0,10814600.0,2026-06-11,1775.0,10814600.0,-23.16017316017316,-52.79255319148937,-83.86363636363636,-34.74264705882353,-87.75862068965517,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FIMP,69.0,69.0,0.0,69.0,69.0,69.0,0.0,2026-06-11,69.0,0.0,0.0,0.0,0.0,-26.595744680851062,0.0,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FIRE,106.0,100.0,6.000000000000005,101.0,116.0,98.0,25387900.0,2026-06-11,106.0,25387900.0,-30.263157894736846,-26.388888888888886,8.163265306122458,34.17721518987342,-39.08045977011494,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FISH,601.0,610.7723999023438,-1.6000067953146346,620.5447154471545,620.5447154471545,591.2276422764228,46700.0,2026-06-11,601.0,46700.0,-19.607845538521275,-5.38461464547999,-50.99601649141896,-94.05797123838096,-38.50000040597011,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FITT,346.0,372.0,-6.989247311827961,374.0,374.0,346.0,154400.0,2026-06-11,346.0,154400.0,-15.609756097560979,-50.2158273381295,-51.267605633802816,6.134969325153383,-38.21428571428571,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FLMC,99.0,110.0,-9.999999999999998,110.0,110.0,99.0,5426900.0,2026-06-11,99.0,5426900.0,-41.764705882352935,-26.66666666666667,-47.61904761904761,106.25,-34.86842105263158,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
FMII,252.0,254.0,-0.7874015748031482,254.0,256.0,222.0,24600.0,2026-06-11,252.0,24600.0,0.8000000000000007,15.596330275229352,-20.253164556962023,-34.715025906735754,-14.28571428571429,history cache snapshot,history cache snapshot,2026-06-13 01:06:00
